Class%,Class_label,Encapsulation%,Encapsulation_label,Inheritance%,Inheritance_label,Polymorphism%,Polymorphism_label,Constructor%,Constructor_label,Interface%,Interface_label
52.99,Intermediate,12.53,Beginner,31.43,Intermediate,23.24,Beginner,13.65,Beginner,5.45,Beginner
45.67,Intermediate,13.2,Beginner,86.93,Advanced,85.63,Advanced,46.09,Intermediate,43.22,Intermediate
61.05,Advanced,45.87,Intermediate,63.02,Advanced,89.51,Advanced,14.65,Beginner,16.06,Beginner
20.77,Beginner,12.4,Beginner,94.74,Advanced,15.17,Beginner,44.28,Advanced,78.19,Advanced
53.12,Intermediate,8.69,Beginner,57.02,Intermediate,57.81,Intermediate,18.23,Beginner,39.41,Intermediate
63.05,Advanced,89.59,Advanced,76.74,Advanced,32.17,Intermediate,31.32,Intermediate,85.7,Advanced
92.83,Advanced,24.02,Beginner,19.42,Beginner,21.56,Beginner,83.57,Advanced,43.33,Intermediate
50.99,Intermediate,33.41,Intermediate,5.28,Beginner,98.36,Advanced,68.7,Advanced,80.87,Advanced
31.73,Intermediate,67.31,Advanced,18.48,Beginner,50.83,Intermediate,93.18,Advanced,24.34,Beginner
59.54,Intermediate,29.09,Beginner,15.11,Beginner,13.51,Beginner,21.91,Beginner,82.5,Advanced
77.29,Advanced,10.21,Beginner,36.21,Intermediate,71.53,Advanced,52.93,Intermediate,61.91,Advanced
53.93,Intermediate,52.27,Intermediate,39.49,Intermediate,84.4,Advanced,51.7,Intermediate,97.21,Advanced
57.55,Intermediate,49.75,Intermediate,44.2,Intermediate,76.81,Advanced,36.47,Intermediate,63.25,Advanced
88.07,Advanced,38.52,Intermediate,44.02,Beginner,22.39,Beginner,99.51,Advanced,59.94,Intermediate
87.39,Advanced,75.23,Advanced,89.76,Advanced,77.21,Advanced,54.96,Intermediate,61.39,Advanced
69.61,Advanced,11.68,Beginner,33.69,Intermediate,75.43,Advanced,66.5,Advanced,69.78,Advanced
0,Beginner,79.19,Advanced,93.13,Intermediate,83.29,Advanced,26.75,Beginner,38.15,Intermediate
72.3,Advanced,92.58,Advanced,32.51,Intermediate,55.52,Beginner,17.9,Beginner,27.49,Beginner
26.88,Beginner,29.33,Advanced,15.09,Beginner,47.48,Intermediate,39.23,Intermediate,63.38,Advanced
12.63,Beginner,44.91,Intermediate,98.79,Intermediate,15.82,Advanced,60.2,Advanced,66.76,Advanced
58.3,Intermediate,80.73,Advanced,86.16,Advanced,26.38,Beginner,25.65,Beginner,35.23,Intermediate
3.46,Beginner,33.93,Intermediate,58.64,Intermediate,5.99,Beginner,44.07,Intermediate,30.8,Intermediate
37.28,Intermediate,13.96,Beginner,41.56,Intermediate,63.74,Advanced,74.95,Advanced,7.15,Beginner
50.72,Intermediate,56.69,Intermediate,12.81,Beginner,92.27,Advanced,26.84,Advanced,6.71,Beginner
14.13,Beginner,40.6,Intermediate,65.61,Advanced,41.84,Beginner,30.89,Intermediate,23.19,Beginner
38.34,Intermediate,59.19,Intermediate,36.62,Advanced,35.49,Intermediate,74.63,Advanced,58.57,Intermediate
31.42,Intermediate,99.49,Advanced,48.31,Intermediate,65.26,Beginner,47.44,Intermediate,79.41,Advanced
84.41,Advanced,76.06,Advanced,51.53,Intermediate,35.44,Intermediate,67.96,Advanced,58.43,Intermediate
72.11,Advanced,85.49,Advanced,81.03,Advanced,61.95,Advanced,52.2,Intermediate,62.6,Advanced
44.35,Intermediate,49.29,Intermediate,93.98,Advanced,23.66,Beginner,58.95,Intermediate,62.27,Advanced
83.73,Advanced,100,Advanced,10.9,Beginner,96.5,Advanced,26.71,Beginner,29.85,Beginner
70.74,Advanced,29.84,Beginner,89.65,Advanced,92.47,Advanced,51.86,Intermediate,91.48,Advanced
38.74,Intermediate,66.52,Advanced,55.91,Intermediate,76.72,Advanced,58.65,Intermediate,9.73,Beginner
29.11,Beginner,67.53,Advanced,74.6,Advanced,88.15,Advanced,59.98,Intermediate,22.33,Beginner
30.43,Intermediate,44.72,Intermediate,22.82,Beginner,15.45,Beginner,61.71,Advanced,59.32,Advanced
55.38,Intermediate,10.43,Beginner,65.91,Advanced,53.71,Intermediate,7.24,Beginner,57.17,Intermediate
48.44,Intermediate,76.5,Advanced,11.22,Beginner,40.24,Intermediate,25.73,Beginner,15.44,Beginner
21.3,Beginner,93.35,Advanced,78.96,Advanced,17.72,Beginner,31.48,Intermediate,64.64,Advanced
59.73,Intermediate,48.18,Intermediate,53.27,Intermediate,93.9,Advanced,27.59,Beginner,52.97,Intermediate
23.44,Beginner,72.01,Advanced,4.43,Beginner,40.58,Intermediate,45.4,Intermediate,44.34,Intermediate
61.4,Advanced,16.8,Beginner,52.78,Intermediate,21.09,Beginner,43.46,Intermediate,75.73,Advanced
66.73,Advanced,84.69,Advanced,86.29,Advanced,13.65,Beginner,84.19,Advanced,45.35,Intermediate
35.85,Intermediate,27.42,Beginner,13.53,Beginner,42.05,Intermediate,3.89,Beginner,57.1,Intermediate
13.8,Beginner,21.31,Beginner,74.13,Advanced,24.08,Beginner,41.67,Intermediate,49.16,Intermediate
63.29,Advanced,67.35,Advanced,64.71,Advanced,89.12,Advanced,59.12,Intermediate,39.4,Advanced
28.83,Beginner,22.38,Beginner,42.31,Intermediate,77.74,Advanced,40.04,Intermediate,56.16,Intermediate
31.55,Intermediate,20.47,Beginner,22.02,Beginner,31.75,Intermediate,73.03,Advanced,61.47,Advanced
97.23,Advanced,16.29,Beginner,27.49,Beginner,53.41,Advanced,17.33,Beginner,100,Advanced
57.16,Intermediate,17.7,Beginner,60.75,Advanced,82.57,Advanced,16.49,Beginner,80.51,Advanced
30.15,Intermediate,25.97,Beginner,27.26,Beginner,99.63,Advanced,59.25,Intermediate,19.97,Beginner
22.72,Beginner,67.62,Advanced,44.71,Intermediate,83.19,Advanced,67.89,Advanced,11.21,Intermediate
12.81,Beginner,25.91,Beginner,40.13,Intermediate,15.41,Beginner,82.24,Advanced,17.08,Beginner
24.93,Beginner,26.35,Beginner,19.38,Beginner,46.04,Intermediate,89.51,Advanced,63.31,Advanced
3.57,Beginner,22.34,Beginner,0,Beginner,84.68,Advanced,23.07,Beginner,64.87,Advanced
24.47,Beginner,15.98,Beginner,57.9,Intermediate,26.11,Beginner,19.19,Beginner,14.37,Beginner
52.36,Intermediate,17.96,Beginner,53.24,Intermediate,24.74,Beginner,65.09,Beginner,18.75,Beginner
19,Beginner,64,Advanced,30.05,Intermediate,12.54,Beginner,63.79,Advanced,100,Advanced
22.77,Beginner,55.98,Intermediate,29.81,Beginner,75.78,Advanced,36.18,Intermediate,51.47,Intermediate
21.87,Beginner,73.96,Advanced,83.62,Advanced,10.01,Beginner,35.71,Intermediate,6.53,Beginner
72.21,Advanced,53.27,Intermediate,38.32,Intermediate,2.97,Beginner,26.7,Beginner,8.83,Beginner
25.05,Beginner,26.07,Beginner,12.62,Beginner,29.85,Beginner,40.96,Intermediate,20.93,Beginner
51.11,Intermediate,13.85,Beginner,40.29,Intermediate,19.14,Beginner,20.13,Beginner,100,Advanced
29.93,Beginner,11.09,Beginner,82.34,Advanced,51.26,Intermediate,31.53,Beginner,34.79,Beginner
90.95,Advanced,40.45,Intermediate,100,Advanced,56.77,Intermediate,4.36,Beginner,33.17,Intermediate
94.23,Advanced,75.67,Advanced,32.89,Intermediate,98.12,Advanced,49.53,Intermediate,57.78,Intermediate
41.3,Intermediate,83.5,Advanced,53.76,Intermediate,93.64,Intermediate,52.8,Intermediate,72.42,Advanced
36.27,Intermediate,1.09,Beginner,97.78,Advanced,18.46,Beginner,32.37,Intermediate,7.2,Beginner
53.92,Intermediate,35.17,Intermediate,11.22,Beginner,47.19,Intermediate,29.68,Beginner,20.74,Beginner
69.02,Advanced,79.77,Advanced,47.36,Intermediate,36.81,Intermediate,95.65,Advanced,23.71,Beginner
95.03,Intermediate,27.69,Beginner,52.71,Intermediate,57.06,Intermediate,74.02,Advanced,14.33,Beginner
34.65,Intermediate,86.57,Advanced,19.84,Beginner,14.9,Intermediate,18.2,Beginner,69.67,Advanced
22.66,Beginner,75.88,Advanced,11.85,Beginner,39.83,Advanced,83.01,Advanced,10.95,Beginner
12.25,Beginner,54.38,Intermediate,66.4,Advanced,72.66,Advanced,16.75,Beginner,21.44,Beginner
50.33,Intermediate,92.04,Advanced,60.83,Advanced,54.09,Intermediate,34.06,Intermediate,27.23,Beginner
13.63,Beginner,64.52,Advanced,0,Beginner,83.42,Advanced,76.39,Advanced,17.68,Beginner
14.87,Beginner,82.6,Advanced,21.52,Beginner,8.74,Beginner,62.43,Advanced,51.44,Intermediate
41.97,Intermediate,47.42,Intermediate,21.81,Beginner,66.45,Advanced,5.85,Beginner,68.45,Advanced
54.09,Intermediate,77.87,Advanced,100,Beginner,24.13,Beginner,20.14,Beginner,32.87,Intermediate
76.79,Advanced,79.77,Advanced,89.93,Advanced,27.05,Beginner,99.32,Advanced,22.52,Beginner
21.21,Beginner,23.67,Beginner,6,Beginner,100,Advanced,33.91,Intermediate,92.72,Advanced
44.99,Intermediate,75.71,Advanced,65.58,Advanced,35.12,Intermediate,91.19,Advanced,24.72,Beginner
67.22,Advanced,19.21,Beginner,70.4,Advanced,51.61,Advanced,49.29,Intermediate,62.12,Advanced
96.32,Advanced,14.97,Beginner,35.75,Intermediate,71.98,Advanced,13.31,Beginner,32.45,Intermediate
26.39,Beginner,38.02,Intermediate,58.41,Intermediate,27.79,Beginner,16.6,Beginner,19.51,Beginner
26.25,Beginner,56.35,Intermediate,2.63,Beginner,66.62,Advanced,59.56,Intermediate,69.89,Advanced
25.71,Intermediate,39.65,Intermediate,91.64,Advanced,81.34,Beginner,57.78,Intermediate,16.29,Intermediate
44.06,Intermediate,16.46,Beginner,55.96,Intermediate,63.62,Advanced,19.58,Beginner,6.26,Beginner
42.34,Intermediate,6.03,Beginner,67.97,Advanced,19.8,Beginner,24.23,Beginner,17.15,Beginner
78.66,Advanced,96.64,Advanced,37.13,Intermediate,0,Beginner,60.93,Advanced,20.21,Beginner
67.73,Advanced,61.16,Advanced,78.74,Advanced,14.76,Beginner,43.54,Intermediate,24.76,Advanced
88.65,Advanced,47.32,Beginner,46.38,Intermediate,79.9,Advanced,64.07,Advanced,15.1,Beginner
88.83,Beginner,51.71,Intermediate,19.75,Intermediate,38.85,Intermediate,70.44,Advanced,62.94,Intermediate
68.46,Advanced,25.58,Beginner,28.97,Beginner,92.74,Advanced,79.96,Beginner,85.28,Advanced
47.18,Intermediate,61.8,Advanced,17.25,Beginner,87.13,Advanced,63.97,Advanced,31.17,Intermediate
88.9,Advanced,59.15,Intermediate,50.63,Intermediate,18.99,Beginner,87.56,Advanced,8.7,Beginner
64.1,Advanced,64.85,Advanced,64.39,Advanced,17.22,Beginner,15.22,Beginner,73.37,Advanced
100,Advanced,97.58,Advanced,2.85,Beginner,97.1,Intermediate,37.92,Intermediate,25.37,Beginner
23.59,Beginner,30.71,Intermediate,59.78,Intermediate,71.74,Advanced,58.88,Intermediate,90.91,Advanced
17.11,Beginner,100,Advanced,6.63,Beginner,80.31,Advanced,38.77,Intermediate,37.7,Intermediate
70.28,Advanced,30.86,Intermediate,55.14,Intermediate,15.51,Beginner,93.24,Advanced,52.78,Intermediate
31.12,Intermediate,45.79,Intermediate,8.19,Beginner,52.19,Intermediate,62.25,Advanced,75.76,Advanced
47.35,Intermediate,38.32,Intermediate,44.82,Intermediate,40.51,Intermediate,31.01,Intermediate,14.15,Beginner
33.32,Intermediate,60.27,Advanced,42.23,Intermediate,20.91,Beginner,98.25,Advanced,54.2,Intermediate
15.02,Beginner,4.22,Beginner,21.92,Beginner,22.7,Advanced,13.35,Beginner,35.66,Intermediate
50.87,Intermediate,59.57,Intermediate,16.04,Beginner,67.5,Advanced,39.17,Intermediate,95.9,Advanced
7.96,Beginner,65.89,Advanced,100,Advanced,56.99,Intermediate,76.44,Advanced,1.09,Beginner
16.64,Beginner,29.33,Beginner,37.28,Intermediate,90.08,Advanced,20.83,Beginner,32.86,Intermediate
28.57,Beginner,100,Advanced,90.86,Advanced,47.29,Intermediate,80.58,Advanced,28.51,Intermediate
31.3,Intermediate,63.87,Advanced,13.81,Beginner,92.83,Advanced,32.91,Intermediate,35.23,Intermediate
87.19,Advanced,100,Advanced,29.87,Beginner,24.84,Beginner,98.19,Advanced,51.69,Intermediate
83.46,Advanced,48.02,Intermediate,27.03,Beginner,49.18,Intermediate,37.82,Intermediate,18.28,Beginner
50.95,Intermediate,27.03,Beginner,27.15,Beginner,36.06,Intermediate,23.14,Beginner,82.41,Advanced
16.12,Beginner,45.92,Intermediate,100,Advanced,42.88,Intermediate,67.5,Advanced,30.5,Intermediate
51.16,Intermediate,24.69,Beginner,55.69,Intermediate,54.11,Intermediate,43.92,Intermediate,48.87,Intermediate
28.9,Beginner,62.49,Advanced,22.73,Beginner,60.7,Advanced,0,Beginner,5.64,Beginner
57.49,Intermediate,39.05,Intermediate,4.26,Beginner,58.52,Intermediate,30.72,Intermediate,22.32,Beginner
22.8,Beginner,57.56,Intermediate,62.79,Advanced,87.11,Advanced,88.17,Advanced,14.91,Beginner
24.62,Beginner,39.06,Intermediate,30.57,Intermediate,91.02,Advanced,76.09,Advanced,68.46,Advanced
61.03,Advanced,41.96,Intermediate,32.81,Intermediate,23.36,Beginner,19.43,Beginner,23.98,Beginner
32.5,Intermediate,71.49,Advanced,58.44,Intermediate,61.43,Advanced,24.29,Beginner,80.89,Advanced
78.71,Advanced,61.05,Advanced,58.15,Intermediate,29.04,Beginner,81.78,Intermediate,87.06,Advanced
54.54,Intermediate,38.11,Intermediate,21.52,Beginner,94.83,Advanced,38.09,Intermediate,66.18,Advanced
91.23,Advanced,76.09,Advanced,17.09,Beginner,9.97,Beginner,22.01,Beginner,23.26,Beginner
80.04,Advanced,11.86,Beginner,72.09,Advanced,38.15,Intermediate,73.39,Advanced,4.9,Beginner
9.98,Beginner,38.29,Intermediate,31.18,Intermediate,89.61,Advanced,63.66,Advanced,18.87,Beginner
87.97,Advanced,59.36,Intermediate,80.59,Advanced,89.72,Advanced,20.79,Beginner,55.38,Intermediate
97.3,Advanced,56.72,Intermediate,24.82,Beginner,48.6,Intermediate,62.57,Advanced,44.4,Intermediate
69.85,Advanced,86.06,Advanced,15.11,Beginner,20.76,Beginner,91.87,Advanced,45.06,Intermediate
84.78,Advanced,71.02,Beginner,15.18,Beginner,100,Advanced,98.01,Beginner,100,Advanced
56.48,Intermediate,39.86,Intermediate,72.54,Advanced,15.26,Beginner,76.11,Advanced,96.33,Advanced
21.29,Beginner,85.72,Advanced,80.93,Advanced,71.5,Advanced,40.28,Intermediate,31.19,Intermediate
35.03,Intermediate,63.28,Advanced,52.1,Intermediate,100,Advanced,87.78,Advanced,26.77,Beginner
59.73,Intermediate,62.76,Advanced,80.77,Advanced,0.73,Beginner,40.14,Intermediate,83.11,Advanced
71.36,Advanced,94.19,Advanced,3.41,Beginner,75.29,Advanced,41.63,Intermediate,59.51,Intermediate
40.16,Intermediate,100,Advanced,15.52,Beginner,64.47,Advanced,33.8,Intermediate,51.68,Intermediate
38.73,Intermediate,60.15,Advanced,85.37,Advanced,24.22,Beginner,33.6,Intermediate,15.47,Beginner
6.25,Beginner,33.57,Intermediate,64.75,Advanced,56.57,Intermediate,62.88,Advanced,74.63,Intermediate
54.46,Intermediate,15.5,Beginner,95.93,Advanced,47.41,Intermediate,54.41,Intermediate,87.53,Advanced
31.05,Intermediate,36.82,Intermediate,15.63,Beginner,34.98,Intermediate,16.56,Beginner,11.92,Advanced
54.18,Intermediate,35.42,Intermediate,95.22,Advanced,12.63,Beginner,34.43,Intermediate,94.85,Advanced
16.02,Beginner,61.16,Advanced,32.96,Intermediate,73.25,Advanced,89.37,Advanced,100,Advanced
27.41,Beginner,59.99,Intermediate,58,Intermediate,99.78,Advanced,14.95,Beginner,49.39,Intermediate
69.8,Advanced,43.75,Intermediate,82.54,Advanced,33.79,Intermediate,70.09,Advanced,55.31,Intermediate
44.98,Intermediate,15.24,Beginner,35.36,Intermediate,28.5,Intermediate,70.22,Advanced,83.09,Advanced
39.3,Intermediate,79.15,Advanced,96.81,Advanced,53.6,Intermediate,71.74,Advanced,56.93,Intermediate
69.58,Advanced,18.92,Beginner,49.29,Intermediate,72.62,Advanced,59.72,Intermediate,12.93,Beginner
66.78,Advanced,18.68,Beginner,32.17,Intermediate,65.19,Beginner,14.92,Beginner,82.35,Advanced
76.15,Advanced,51.18,Intermediate,61,Beginner,33.57,Intermediate,44.35,Intermediate,31.45,Intermediate
42.19,Intermediate,30.76,Intermediate,58.2,Intermediate,67.84,Advanced,97.92,Advanced,13.61,Beginner
18.87,Beginner,24.76,Beginner,59.2,Advanced,10.96,Advanced,81.38,Advanced,12.43,Beginner
30.51,Intermediate,64.5,Advanced,16.47,Beginner,7.02,Beginner,66.22,Advanced,7.27,Beginner
5.71,Beginner,57.19,Intermediate,50.74,Intermediate,21.29,Beginner,9.35,Intermediate,5.21,Beginner
13.14,Beginner,92.76,Advanced,76.6,Advanced,80.52,Intermediate,27.15,Beginner,20.91,Beginner
69.25,Advanced,86.94,Advanced,71.84,Advanced,70.86,Advanced,5.82,Beginner,30.75,Intermediate
58.93,Intermediate,17.19,Beginner,54.3,Intermediate,63.15,Advanced,23.65,Beginner,66.46,Advanced
53.01,Intermediate,14.57,Beginner,94.92,Advanced,53.8,Beginner,24.17,Beginner,34.06,Intermediate
86.91,Advanced,36.49,Intermediate,52.65,Intermediate,66.16,Advanced,61.99,Advanced,49.73,Intermediate
20.28,Intermediate,70.58,Advanced,78.81,Advanced,83.38,Advanced,28.63,Beginner,22.89,Beginner
13.74,Beginner,14.26,Beginner,56.12,Intermediate,80.11,Advanced,13.93,Beginner,3.75,Beginner
87.3,Advanced,53.37,Intermediate,5.46,Advanced,22.85,Beginner,29.92,Beginner,21.73,Beginner
41.07,Intermediate,62.12,Advanced,10.28,Beginner,61.65,Advanced,13.56,Beginner,81.55,Advanced
29.85,Beginner,48.3,Intermediate,53.03,Intermediate,27.77,Beginner,71.25,Advanced,45.38,Intermediate
60.85,Advanced,94.77,Advanced,30.05,Intermediate,20.03,Beginner,40.04,Intermediate,86.06,Advanced
71.95,Advanced,91.2,Advanced,14.03,Beginner,68.66,Advanced,12.38,Beginner,80.36,Advanced
16.22,Beginner,70.17,Intermediate,24.52,Beginner,44.06,Advanced,24.99,Beginner,8.94,Beginner
41.59,Intermediate,38.92,Intermediate,54,Intermediate,20.06,Beginner,12.2,Beginner,23.94,Beginner
68.79,Advanced,33.39,Intermediate,47.19,Intermediate,34.89,Intermediate,26.52,Advanced,97.1,Advanced
62.3,Advanced,39.6,Intermediate,82.53,Advanced,39.03,Intermediate,84.11,Advanced,30.2,Intermediate
52.42,Intermediate,20.51,Beginner,84.44,Advanced,80.18,Advanced,97.88,Advanced,8.98,Beginner
56.37,Intermediate,87.94,Advanced,38.41,Intermediate,55.59,Intermediate,57.96,Intermediate,53.2,Intermediate
45.13,Intermediate,67.57,Advanced,33.2,Intermediate,52.62,Intermediate,10.49,Beginner,42.08,Intermediate
66.45,Intermediate,70.21,Advanced,55.83,Intermediate,10.35,Beginner,15.71,Beginner,60.38,Advanced
42.37,Intermediate,32.87,Intermediate,54.41,Intermediate,22.72,Beginner,81.52,Advanced,20.65,Beginner
85.06,Advanced,53.21,Intermediate,0,Beginner,29.6,Beginner,56.46,Intermediate,72,Advanced
87.39,Advanced,27.97,Beginner,58.42,Intermediate,62.02,Advanced,0.25,Beginner,25.9,Beginner
16.03,Beginner,49.15,Intermediate,98.83,Advanced,50.93,Intermediate,29.53,Beginner,56.02,Intermediate
54.15,Intermediate,78.18,Advanced,63.16,Advanced,99.88,Beginner,62.4,Advanced,84.39,Advanced
84.76,Advanced,47.04,Intermediate,44.66,Intermediate,5.81,Beginner,14.52,Beginner,93.85,Advanced
56.84,Intermediate,60.12,Advanced,24.67,Beginner,17.97,Beginner,96.04,Advanced,61.28,Advanced
48.41,Intermediate,25.81,Beginner,96.24,Advanced,63.42,Advanced,55.07,Intermediate,4.52,Beginner
85.65,Advanced,29.71,Beginner,100,Advanced,75.12,Advanced,65.79,Advanced,84.4,Advanced
61.74,Advanced,60.72,Advanced,11.71,Beginner,73.29,Advanced,55.36,Intermediate,32.77,Intermediate
9.33,Beginner,61.02,Advanced,14.07,Beginner,70.13,Advanced,62.72,Advanced,27.68,Beginner
15.02,Beginner,75.04,Beginner,44.74,Intermediate,15.55,Beginner,3.26,Intermediate,17.01,Beginner
29.76,Beginner,7.95,Beginner,36.11,Intermediate,24.21,Beginner,59.5,Intermediate,58.63,Intermediate
83.59,Advanced,52.22,Beginner,40.28,Intermediate,90.34,Advanced,57.47,Intermediate,88.93,Advanced
8.57,Beginner,58.17,Intermediate,23.63,Beginner,74.01,Advanced,23.9,Beginner,42.29,Intermediate
0,Beginner,41.73,Intermediate,52.36,Intermediate,57.14,Intermediate,21.53,Beginner,26.57,Beginner
75.73,Advanced,58.84,Intermediate,7.56,Beginner,16.46,Beginner,69.43,Advanced,17.9,Beginner
53.38,Intermediate,36.52,Intermediate,58.28,Intermediate,40.89,Intermediate,22.93,Beginner,27.2,Beginner
28.66,Beginner,41.91,Intermediate,58.91,Intermediate,30.47,Intermediate,45.84,Intermediate,74.07,Advanced
47.63,Intermediate,16.78,Beginner,64.79,Advanced,85.27,Advanced,22.18,Beginner,18.3,Beginner
38.45,Intermediate,59.31,Intermediate,30.64,Intermediate,44.63,Intermediate,69.97,Beginner,44.87,Intermediate
0,Beginner,57.28,Intermediate,65.21,Advanced,96.04,Advanced,46.37,Intermediate,90.76,Advanced
58.01,Intermediate,79.6,Advanced,76,Advanced,89.14,Advanced,28.78,Advanced,63.69,Advanced
56.82,Intermediate,74.27,Advanced,92.32,Advanced,59.88,Intermediate,49.78,Intermediate,45.48,Intermediate
21.09,Beginner,45.93,Intermediate,12.96,Advanced,66.73,Advanced,94.04,Advanced,95.73,Advanced
29.19,Beginner,100,Advanced,17.09,Beginner,14.21,Beginner,11.56,Beginner,63.06,Advanced
90.5,Advanced,55.72,Intermediate,53.8,Intermediate,35.92,Intermediate,43.56,Intermediate,52.38,Intermediate
66.74,Advanced,92.41,Advanced,71.74,Advanced,80.01,Advanced,34.17,Intermediate,32.03,Intermediate
60.12,Advanced,7.43,Beginner,80.38,Advanced,82.12,Advanced,35.08,Intermediate,26.6,Beginner
87.48,Advanced,33.53,Intermediate,64,Advanced,79.72,Advanced,15.12,Beginner,73.55,Advanced
9.59,Advanced,82.91,Advanced,24,Beginner,50.79,Intermediate,7.95,Beginner,29.94,Beginner
27.63,Intermediate,43.45,Intermediate,14.53,Intermediate,36.61,Intermediate,36.52,Intermediate,60.06,Advanced
56.24,Intermediate,89.79,Advanced,92.19,Advanced,63.87,Advanced,19.7,Beginner,36.71,Intermediate
24.83,Beginner,39.09,Intermediate,79.95,Advanced,28.25,Beginner,10.53,Beginner,47.64,Intermediate
8.12,Beginner,31.21,Intermediate,64.01,Advanced,9.43,Beginner,58.01,Intermediate,65.41,Advanced
70.18,Advanced,98.62,Advanced,32.35,Intermediate,40.64,Intermediate,65.72,Advanced,11.71,Beginner
91.43,Advanced,54.87,Intermediate,12.77,Beginner,91.43,Advanced,22.06,Beginner,26.57,Beginner
17.39,Beginner,44.54,Intermediate,13.35,Beginner,99.04,Advanced,34.56,Intermediate,21.17,Beginner
20.03,Beginner,33.93,Intermediate,99.77,Advanced,34.23,Beginner,16.55,Beginner,57.06,Intermediate
12.91,Beginner,52.11,Intermediate,31.37,Intermediate,39.55,Intermediate,58.66,Intermediate,18.44,Beginner
60.95,Advanced,32.9,Intermediate,56.75,Intermediate,60.5,Advanced,73.74,Advanced,19.87,Beginner
63.17,Advanced,63.02,Advanced,32.91,Intermediate,48.16,Intermediate,68.07,Advanced,32.52,Intermediate
10.73,Beginner,99.45,Advanced,84,Advanced,54.68,Intermediate,80.22,Advanced,17.27,Beginner
